Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institutions - Persons,Population attending educational institutions - Males,Population attending educational institutions - Females,Type of educational institution - School - Persons,Type of educational institution - School - Males,Type of educational institution - School - Females,Type of educational institution - College - Persons,Type of educational institution - College - Males,Type of educational institution - College - Females,Type of educational institution - Vocational institute - Persons,Type of educational institution - Vocational institute - Males,Type of educational institution - Vocational institute - Females,Type of educational institution - Other institute - Persons,Type of educational institution - Other institute - Males,Type of educational institution - Other institute - Females,Type of educational institution - Literacy centre - Persons,Type of educational institution - Literacy centre - Males,Type of educational institution - Literacy centre - Females
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Rural,10,138386,71164,67222,132841,68844,63997,132841,68844,63997,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Rural,11,116769,60149,56620,113231,58674,54557,113231,58674,54557,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Rural,12,139686,71539,68147,132948,68868,64080,132948,68868,64080,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Rural,13,123195,61585,61610,116380,59147,57233,116380,59147,57233,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Rural,14,126959,64676,62283,115660,60436,55224,115660,60436,55224,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Rural,15-19,564788,289354,275434,391889,212859,179030,360397,196221,164176,28045,14776,13269,1924,1064,860,1433,764,669,90,34,56
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Rural,20-24,515945,256218,259727,91217,56155,35062,32895,21270,11625,52845,31572,21273,3158,2086,1072,2036,1129,907,283,98,185
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Rural,25-29,458593,224315,234278,7608,5386,2222,0,0,0,4330,3177,1153,1430,1045,385,1539,1071,468,309,93,216
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Rural,30-34,381339,187653,193686,1563,988,575,0,0,0,495,363,132,357,257,100,347,266,81,364,102,262
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Rural,35-59,1308915,642775,666140,2881,1505,1376,0,0,0,413,298,115,644,398,246,361,294,67,1463,515,948
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Rural,60+,510321,251419,258902,917,544,373,0,0,0,290,176,114,199,108,91,58,43,15,370,217,153
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Rural,Age not stated,13480,7431,6049,122,78,44,0,0,0,56,30,26,20,16,4,44,32,12,2,0,2
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,All ages,595581,331867,263714,177695,96041,81654,142737,77013,65724,29689,15707,13982,3068,2010,1058,2009,1216,793,192,95,97
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,0-4,42648,23077,19571,2928,1619,1309,2928,1619,1309,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,5,10368,5716,4652,4229,2350,1879,4229,2350,1879,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,6,9493,5099,4394,6076,3284,2792,6076,3284,2792,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,7,10565,5698,4867,9831,5336,4495,9831,5336,4495,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,8,11608,6387,5221,10957,6066,4891,10957,6066,4891,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,9,10726,5841,4885,10304,5615,4689,10304,5615,4689,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,10,12935,6990,5945,12308,6686,5622,12308,6686,5622,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,11,10921,5844,5077,10554,5661,4893,10554,5661,4893,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,12,12737,6813,5924,12111,6460,5651,12111,6460,5651,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,13,11597,6201,5396,11061,5906,5155,11061,5906,5155,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,14,11854,6296,5558,11016,5797,5219,11016,5797,5219,0,0,0,0,0,0,0,0,0,0,0,0
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,15-19,61836,34964,26872,48003,25180,22823,38135,20322,17813,8730,4153,4577,770,483,287,351,215,136,17,7,10
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,20-24,67084,39485,27599,23858,13267,10591,3227,1911,1316,18714,10113,8601,1244,842,402,648,385,263,25,16,9
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,25-29,58914,32217,26697,2947,1835,1112,0,0,0,1549,991,558,678,431,247,674,389,285,46,24,22
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,30-34,51336,27748,23588,551,336,215,0,0,0,207,124,83,138,82,56,180,117,63,26,13,13
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,35-59,162480,93295,69185,687,455,232,0,0,0,327,221,106,182,127,55,119,80,39,59,27,32
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,60+,37243,19427,17816,244,169,75,0,0,0,148,99,49,43,34,9,35,29,6,18,7,11
C3010,02,00,0000,State - HIMACHAL PRADESH  02,Urban,Age not stated,1236,769,467,30,19,11,0,0,0,14,6,8,13,11,2,2,1,1,1,1,0
C3010,03,00,0000,State - PUNJAB  03,Total,All ages,24358999,12985045,11373954,5811218,3192103,2619115,5404412,2986112,2418300,332917,164003,168914,38968,24352,14616,25939,14139,11800,8982,3497,5485
C3010,03,00,0000,State - PUNJAB  03,Total,0-4,2128738,1186499,942239,84560,47934,36626,84560,47934,36626,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Total,5,534806,300142,234664,133391,77137,56254,133391,77137,56254,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Total,6,508285,277160,231125,241140,134376,106764,241140,134376,106764,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Total,7,510806,278813,231993,408693,226955,181738,408693,226955,181738,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Total,8,612014,335118,276896,519394,288574,230820,519394,288574,230820,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Total,9,491457,267731,223726,441459,243170,198289,441459,243170,198289,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Total,10,688107,378175,309932,592739,329544,263195,592739,329544,263195,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Total,11,469071,254374,214697,421515,230820,190695,421515,230820,190695,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Total,12,631912,341074,290838,533017,291145,241872,533017,291145,241872,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Total,13,503385,261931,241454,421207,222374,198833,421207,222374,198833,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Total,14,539295,287345,251950,418421,227146,191275,418421,227146,191275,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Total,15-19,2555933,1393473,1162460,1275061,698373,576688,1116263,622164,494099,132825,61311,71514,14506,9088,5418,11068,5598,5470,399,212,187
C3010,03,00,0000,State - PUNJAB  03,Total,20-24,2339151,1255974,1083177,279997,151684,128313,72613,44773,27840,182537,92129,90408,14367,9236,5131,9514,5059,4455,966,487,479
C3010,03,00,0000,State - PUNJAB  03,Total,25-29,1945622,1012264,933358,18945,11618,7327,0,0,0,10066,6112,3954,4428,2908,1520,3353,2167,1186,1098,431,667
C3010,03,00,0000,State - PUNJAB  03,Total,30-34,1769154,889759,879395,5349,2911,2438,0,0,0,2092,1222,870,1338,783,555,740,511,229,1179,395,784
C3010,03,00,0000,State - PUNJAB  03,Total,35-59,5845668,3101181,2744487,11407,5708,5699,0,0,0,3296,2059,1237,2920,1607,1313,846,577,269,4345,1465,2880
C3010,03,00,0000,State - PUNJAB  03,Total,60+,2191693,1111691,1080002,4110,2205,1905,0,0,0,1564,890,674,1246,630,616,348,201,147,952,484,468
C3010,03,00,0000,State - PUNJAB  03,Total,Age not stated,93902,52341,41561,813,429,384,0,0,0,537,280,257,163,100,63,70,26,44,43,23,20
C3010,03,00,0000,State - PUNJAB  03,Rural,All ages,16096488,8516596,7579892,3673107,2036137,1636970,3512087,1951585,1560502,126621,65785,60836,15650,9825,5825,11476,6345,5131,7273,2597,4676
C3010,03,00,0000,State - PUNJAB  03,Rural,0-4,1461660,815187,646473,38465,21805,16660,38465,21805,16660,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Rural,5,365778,204805,160973,74115,42982,31133,74115,42982,31133,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Rural,6,349288,189864,159424,158314,88040,70274,158314,88040,70274,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Rural,7,348530,189763,158767,275846,153018,122828,275846,153018,122828,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Rural,8,416563,226894,189669,352453,195089,157364,352453,195089,157364,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Rural,9,341752,185187,156565,306828,168341,138487,306828,168341,138487,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Rural,10,463052,252491,210561,397712,220127,177585,397712,220127,177585,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Rural,11,317689,170975,146714,284653,155347,129306,284653,155347,129306,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Rural,12,421358,225743,195615,352094,192295,159799,352094,192295,159799,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Rural,13,336285,174195,162090,276928,147029,129899,276928,147029,129899,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Rural,14,360300,190957,169343,271623,148982,122641,271623,148982,122641,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Rural,15-19,1662364,898343,764021,743253,422963,320290,679668,391183,288485,52953,25639,27314,5178,3352,1826,5213,2667,2546,241,122,119
C3010,03,00,0000,State - PUNJAB  03,Rural,20-24,1497720,794494,703226,121253,69822,51431,43388,27347,16041,67477,36132,31345,5564,3700,1864,4164,2326,1838,660,317,343
C3010,03,00,0000,State - PUNJAB  03,Rural,25-29,1238921,634986,603935,7489,4591,2898,0,0,0,3678,2346,1332,1720,1129,591,1228,803,425,863,313,550
C3010,03,00,0000,State - PUNJAB  03,Rural,30-34,1142457,564590,577867,2596,1272,1324,0,0,0,706,456,250,631,341,290,252,172,80,1007,303,704
C3010,03,00,0000,State - PUNJAB  03,Rural,35-59,3733769,1960668,1773101,6923,3088,3835,0,0,0,1084,789,295,1680,879,801,401,259,142,3758,1161,2597
C3010,03,00,0000,State - PUNJAB  03,Rural,60+,1580959,805530,775429,2262,1195,1067,0,0,0,554,335,219,808,386,422,185,109,76,715,365,350
C3010,03,00,0000,State - PUNJAB  03,Rural,Age not stated,58043,31924,26119,300,151,149,0,0,0,169,88,81,69,38,31,33,9,24,29,16,13
C3010,03,00,0000,State - PUNJAB  03,Urban,All ages,8262511,4468449,3794062,2138111,1155966,982145,1892325,1034527,857798,206296,98218,108078,23318,14527,8791,14463,7794,6669,1709,900,809
C3010,03,00,0000,State - PUNJAB  03,Urban,0-4,667078,371312,295766,46095,26129,19966,46095,26129,19966,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Urban,5,169028,95337,73691,59276,34155,25121,59276,34155,25121,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Urban,6,158997,87296,71701,82826,46336,36490,82826,46336,36490,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Urban,7,162276,89050,73226,132847,73937,58910,132847,73937,58910,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Urban,8,195451,108224,87227,166941,93485,73456,166941,93485,73456,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Urban,9,149705,82544,67161,134631,74829,59802,134631,74829,59802,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Urban,10,225055,125684,99371,195027,109417,85610,195027,109417,85610,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Urban,11,151382,83399,67983,136862,75473,61389,136862,75473,61389,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Urban,12,210554,115331,95223,180923,98850,82073,180923,98850,82073,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Urban,13,167100,87736,79364,144279,75345,68934,144279,75345,68934,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Urban,14,178995,96388,82607,146798,78164,68634,146798,78164,68634,0,0,0,0,0,0,0,0,0,0,0,0
C3010,03,00,0000,State - PUNJAB  03,Urban,15-19,893569,495130,398439,531808,275410,256398,436595,230981,205614,79872,35672,44200,9328,5736,3592,5855,2931,2924,158,90,68
C3010,03,00,0000,State - PUNJAB  03,Urban,20-24,841431,461480,379951,158744,81862,76882,29225,17426,11799,115060,55997,59063,8803,5536,3267,5350,2733,2617,306,170,136
C3010,03,00,0000,State - PUNJAB  03,Urban,25-29,706701,377278,329423,11456,7027,4429,0,0,0,6388,3766,2622,2708,1779,929,2125,1364,761,235,118,117
C3010,03,00,0000,State - PUNJAB  03,Urban,30-34,626697,325169,301528,2753,1639,1114,0,0,0,1386,766,620,707,442,265,488,339,149,172,92,80
C3010,03,00,0000,State - PUNJAB  03,Urban,35-59,2111899,1140513,971386,4484,2620,1864,0,0,0,2212,1270,942,1240,728,512,445,318,127,587,304,283
C3010,03,00,0000,State - PUNJAB  03,Urban,60+,610734,306161,304573,1848,1010,838,0,0,0,1010,555,455,438,244,194,163,92,71,237,119,118
C3010,03,00,0000,State - PUNJAB  03,Urban,Age not stated,35859,20417,15442,513,278,235,0,0,0,368,192,176,94,62,32,37,17,20,14,7,7
C3010,04,00,0000,State - CHANDIGARH  04,Total,All ages,900635,506938,393697,246965,136119,110846,203897,112564,91333,33446,17459,15987,4235,2770,1465,5161,3233,1928,226,93,133
C3010,04,00,0000,State - CHANDIGARH  04,Total,0-4,79225,42917,36308,6965,3928,3037,6965,3928,3037,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Total,5,19180,10461,8719,8590,4830,3760,8590,4830,3760,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Total,6,17208,9286,7922,10385,5724,4661,10385,5724,4661,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Total,7,17585,9510,8075,15067,8312,6755,15067,8312,6755,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Total,8,20230,11022,9208,17622,9798,7824,17622,9798,7824,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Total,9,15987,8636,7351,14557,7919,6638,14557,7919,6638,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Total,10,21763,11927,9836,19330,10685,8645,19330,10685,8645,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Total,11,15528,8505,7023,14327,7885,6442,14327,7885,6442,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Total,12,20702,11284,9418,18186,9884,8302,18186,9884,8302,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Total,13,16458,8672,7786,14726,7790,6936,14726,7790,6936,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Total,14,17322,9540,7782,14716,8051,6665,14716,8051,6665,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Total,15-19,93276,55014,38262,59418,32442,26976,46221,25746,20475,10202,4892,5310,1438,933,505,1527,856,671,30,15,15
C3010,04,00,0000,State - CHANDIGARH  04,Total,20-24,103533,60442,43091,27713,15442,12271,3205,2012,1193,20739,11019,9720,1728,1172,556,1970,1204,766,71,35,36
C3010,04,00,0000,State - CHANDIGARH  04,Total,25-29,93095,52897,40198,3398,2169,1229,0,0,0,1467,897,570,651,406,245,1221,844,377,59,22,37
C3010,04,00,0000,State - CHANDIGARH  04,Total,30-34,74786,42125,32661,746,476,270,0,0,0,324,199,125,151,92,59,247,180,67,24,5,19
C3010,04,00,0000,State - CHANDIGARH  04,Total,35-59,228545,130216,98329,912,594,318,0,0,0,501,317,184,204,136,68,170,128,42,37,13,24
C3010,04,00,0000,State - CHANDIGARH  04,Total,60+,44912,23744,21168,233,150,83,0,0,0,158,107,51,53,28,25,17,12,5,5,3,2
C3010,04,00,0000,State - CHANDIGARH  04,Total,Age not stated,1300,740,560,74,40,34,0,0,0,55,28,27,10,3,7,9,9,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Rural,All ages,92120,56816,35304,20281,11401,8880,19010,10625,8385,919,570,349,139,83,56,184,113,71,29,10,19
C3010,04,00,0000,State - CHANDIGARH  04,Rural,0-4,10121,5462,4659,786,431,355,786,431,355,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Rural,5,2317,1275,1042,1079,613,466,1079,613,466,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Rural,6,1978,1068,910,1310,707,603,1310,707,603,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Rural,7,2001,1089,912,1716,956,760,1716,956,760,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Rural,8,2141,1159,982,1839,1018,821,1839,1018,821,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Rural,9,1654,851,803,1509,778,731,1509,778,731,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Rural,10,2192,1210,982,1897,1067,830,1897,1067,830,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Rural,11,1442,813,629,1292,727,565,1292,727,565,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Rural,12,1936,1084,852,1648,917,731,1648,917,731,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Rural,13,1438,776,662,1239,655,584,1239,655,584,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Rural,14,1596,939,657,1256,711,545,1256,711,545,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Rural,15-19,9197,6344,2853,3527,2046,1481,3141,1843,1298,254,139,115,60,28,32,69,35,34,3,1,2
C3010,04,00,0000,State - CHANDIGARH  04,Rural,20-24,12799,8508,4291,910,581,329,298,202,96,479,291,188,43,31,12,83,53,30,7,4,3
C3010,04,00,0000,State - CHANDIGARH  04,Rural,25-29,12246,7807,4439,146,95,51,0,0,0,93,59,34,19,13,6,24,19,5,10,4,6
C3010,04,00,0000,State - CHANDIGARH  04,Rural,30-34,8842,5714,3128,69,53,16,0,0,0,54,44,10,7,5,2,5,3,2,3,1,2
C3010,04,00,0000,State - CHANDIGARH  04,Rural,35-59,17168,10966,6202,54,43,11,0,0,0,36,35,1,9,5,4,3,3,0,6,0,6
C3010,04,00,0000,State - CHANDIGARH  04,Rural,60+,2977,1709,1268,3,2,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Rural,Age not stated,75,42,33,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Urban,All ages,808515,450122,358393,226684,124718,101966,184887,101939,82948,32527,16889,15638,4096,2687,1409,4977,3120,1857,197,83,114
C3010,04,00,0000,State - CHANDIGARH  04,Urban,0-4,69104,37455,31649,6179,3497,2682,6179,3497,2682,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Urban,5,16863,9186,7677,7511,4217,3294,7511,4217,3294,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Urban,6,15230,8218,7012,9075,5017,4058,9075,5017,4058,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Urban,7,15584,8421,7163,13351,7356,5995,13351,7356,5995,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Urban,8,18089,9863,8226,15783,8780,7003,15783,8780,7003,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Urban,9,14333,7785,6548,13048,7141,5907,13048,7141,5907,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Urban,10,19571,10717,8854,17433,9618,7815,17433,9618,7815,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Urban,11,14086,7692,6394,13035,7158,5877,13035,7158,5877,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Urban,12,18766,10200,8566,16538,8967,7571,16538,8967,7571,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Urban,13,15020,7896,7124,13487,7135,6352,13487,7135,6352,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Urban,14,15726,8601,7125,13460,7340,6120,13460,7340,6120,0,0,0,0,0,0,0,0,0,0,0,0
C3010,04,00,0000,State - CHANDIGARH  04,Urban,15-19,84079,48670,35409,55891,30396,25495,43080,23903,19177,9948,4753,5195,1378,905,473,1458,821,637,27,14,13
C3010,04,00,0000,State - CHANDIGARH  04,Urban,20-24,90734,51934,38800,26803,14861,11942,2907,1810,1097,20260,10728,9532,1685,1141,544,1887,1151,736,64,31,33
C3010,04,00,0000,State - CHANDIGARH  04,Urban,25-29,80849,45090,35759,3252,2074,1178,0,0,0,1374,838,536,632,393,239,1197,825,372,49,18,31
C3010,04,00,0000,State - CHANDIGARH  04,Urban,30-34,65944,36411,29533,677,423,254,0,0,0,270,155,115,144,87,57,242,177,65,21,4,17
C3010,04,00,0000,State - CHANDIGARH  04,Urban,35-59,211377,119250,92127,858,551,307,0,0,0,465,282,183,195,131,64,167,125,42,31,13,18
C3010,04,00,0000,State - CHANDIGARH  04,Urban,60+,41935,22035,19900,230,148,82,0,0,0,156,106,50,52,27,25,17,12,5,5,3,2
C3010,04,00,0000,State - CHANDIGARH  04,Urban,Age not stated,1225,698,527,73,39,34,0,0,0,54,27,27,10,3,7,9,9,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,All ages,8489349,4325924,4163425,2435611,1334868,1100743,2236867,1220733,1016134,174217,98800,75417,13838,10487,3351,5302,3756,1546,5387,1092,4295
C3010,05,00,0000,State - UTTARANCHAL  05,Total,0-4,922085,483708,438377,26613,14506,12107,26613,14506,12107,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,5,221979,118230,103749,56982,31130,25852,56982,31130,25852,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,6,215968,111011,104957,101518,53428,48090,101518,53428,48090,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,7,194956,100563,94393,158659,83659,75000,158659,83659,75000,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,8,249951,130325,119626,215725,114864,100861,215725,114864,100861,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,9,188507,97320,91187,172037,90173,81864,172037,90173,81864,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,10,267500,140300,127200,237138,127133,110005,237138,127133,110005,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,11,173807,90500,83307,159892,84784,75108,159892,84784,75108,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,12,254137,132934,121203,222411,119723,102688,222411,119723,102688,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,13,189796,95664,94132,165223,86436,78787,165223,86436,78787,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,14,208290,106866,101424,169378,91619,77759,169378,91619,77759,0,0,0,0,0,0,0,0,0,0,0,0
C3010,05,00,0000,State - UTTARANCHAL  05,Total,15-19,929859,485918,443941,563173,320378,242795,502282,288980,213302,53805,26418,27387,4257,3140,1117,2452,1753,699,377,87,290
C3010,05,00,0000,State - UTTARANCHAL  05,Total,20-24,742540,371700,370840,161630,100825,60805,49009,34298,14711,105010,61170,43840,5462,4232,1230,1334,940,394,815,185,630
C3010,05,00,0000,State - UTTARANCHAL  05,Total,25-29,625834,302807,323027,16064,11439,4625,0,0,0,11486,8549,2937,2756,2148,608,829,578,251,993,164,829
C3010,05,00,0000,State - UTTARANCHAL  05,Total,30-34,547173,267320,279853,3279,1749,1530,0,0,0,1565,1060,505,455,343,112,263,188,75,996,158,838
