Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institutions - Persons,Population attending educational institutions - Males,Population attending educational institutions - Females,Type of educational institution - School - Persons,Type of educational institution - School - Males,Type of educational institution - School - Females,Type of educational institution - College - Persons,Type of educational institution - College - Males,Type of educational institution - College - Females,Type of educational institution - Vocational institute - Persons,Type of educational institution - Vocational institute - Males,Type of educational institution - Vocational institute - Females,Type of educational institution - Other institute - Persons,Type of educational institution - Other institute - Males,Type of educational institution - Other institute - Females,Type of educational institution - Literacy centre - Persons,Type of educational institution - Literacy centre - Males,Type of educational institution - Literacy centre - Females
C3010,19,00,0000,State - WEST BENGAL  19,Rural,5,1532189,788059,744130,225668,116882,108786,225668,116882,108786,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Rural,6,1500893,764935,735958,524565,272212,252353,524565,272212,252353,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Rural,7,1482735,751023,731712,1016005,524589,491416,1016005,524589,491416,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Rural,8,1731340,888882,842458,1283811,672823,610988,1283811,672823,610988,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Rural,9,1273217,640124,633093,1035213,529257,505956,1035213,529257,505956,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Rural,10,1912138,992760,919378,1482348,785322,697026,1482348,785322,697026,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Rural,11,1020554,521522,499032,834136,433520,400616,834136,433520,400616,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Rural,12,1806100,947024,859076,1307125,701997,605128,1307125,701997,605128,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Rural,13,1145075,569845,575230,812434,415524,396910,812434,415524,396910,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Rural,14,1362150,697654,664496,836470,442171,394299,836470,442171,394299,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Rural,15-19,5460196,2923195,2537001,1918200,1137721,780479,1790387,1053520,736867,100407,66223,34184,6340,4638,1702,12497,8985,3512,8569,4355,4214
C3010,19,00,0000,State - WEST BENGAL  19,Rural,20-24,4968144,2467427,2500717,407651,288410,119241,178921,125487,53434,191618,141581,50037,8081,6158,1923,5258,4036,1222,23773,11148,12625
C3010,19,00,0000,State - WEST BENGAL  19,Rural,25-29,4986327,2433556,2552771,66112,42399,23713,0,0,0,23105,19253,3852,6854,5225,1629,5126,3975,1151,31027,13946,17081
C3010,19,00,0000,State - WEST BENGAL  19,Rural,30-34,4372794,2243149,2129645,38319,20737,17582,0,0,0,3352,2862,490,2786,1849,937,1783,1309,474,30398,14717,15681
C3010,19,00,0000,State - WEST BENGAL  19,Rural,35-59,13227253,7037970,6189283,91054,46932,44122,0,0,0,2500,2110,390,5581,3292,2289,2659,1718,941,80314,39812,40502
C3010,19,00,0000,State - WEST BENGAL  19,Rural,60+,3808275,1815557,1992718,14350,7470,6880,0,0,0,1028,775,253,1548,764,784,959,555,404,10815,5376,5439
C3010,19,00,0000,State - WEST BENGAL  19,Rural,Age not stated,73645,40509,33136,714,457,257,0,0,0,252,197,55,66,34,32,193,125,68,203,101,102
C3010,19,00,0000,State - WEST BENGAL  19,Urban,All ages,22427251,11849976,10577275,4773297,2553854,2219443,4222022,2225305,1996717,449866,264534,185332,57887,39976,17911,25610,16083,9527,17912,7956,9956
C3010,19,00,0000,State - WEST BENGAL  19,Urban,0-4,1530340,781621,748719,64567,33437,31130,64567,33437,31130,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Urban,5,393336,204544,188792,94112,49538,44574,94112,49538,44574,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Urban,6,371543,192203,179340,161004,84178,76826,161004,84178,76826,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Urban,7,395886,203524,192362,309666,161137,148529,309666,161137,148529,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Urban,8,458692,239821,218871,373268,197303,175965,373268,197303,175965,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Urban,9,350777,178010,172767,300147,153352,146795,300147,153352,146795,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Urban,10,560696,295262,265434,461181,244981,216200,461181,244981,216200,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Urban,11,343407,177818,165589,294012,153226,140786,294012,153226,140786,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Urban,12,537637,284397,253240,423792,226159,197633,423792,226159,197633,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Urban,13,389615,193675,195940,308457,154950,153507,308457,154950,153507,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Urban,14,461164,234795,226369,333433,171860,161573,333433,171860,161573,0,0,0,0,0,0,0,0,0,0,0,0
C3010,19,00,0000,State - WEST BENGAL  19,Urban,15-19,2173682,1146110,1027572,1130723,609643,521080,985198,528693,456505,129768,70965,58803,9528,6498,3030,5286,3093,2193,943,394,549
C3010,19,00,0000,State - WEST BENGAL  19,Urban,20-24,2098029,1103373,994656,412556,246892,165664,113185,66491,46694,274552,163580,110972,16935,12520,4415,5562,3402,2160,2322,899,1423
C3010,19,00,0000,State - WEST BENGAL  19,Urban,25-29,2065276,1053617,1011659,57649,38234,19415,0,0,0,29032,19219,9813,17462,12191,5271,8584,5798,2786,2571,1026,1545
C3010,19,00,0000,State - WEST BENGAL  19,Urban,30-34,1874884,980933,893951,15253,9492,5761,0,0,0,5444,3537,1907,4929,3343,1586,2506,1616,890,2374,996,1378
C3010,19,00,0000,State - WEST BENGAL  19,Urban,35-59,6492391,3589293,2903098,25949,15032,10917,0,0,0,7829,5103,2726,7290,4396,2894,3048,1799,1249,7782,3734,4048
C3010,19,00,0000,State - WEST BENGAL  19,Urban,60+,1891824,968934,922890,6856,3975,2881,0,0,0,2815,1830,985,1599,925,674,582,347,235,1860,873,987
C3010,19,00,0000,State - WEST BENGAL  19,Urban,Age not stated,38072,22046,16026,672,465,207,0,0,0,426,300,126,144,103,41,42,28,14,60,34,26
C3010,20,00,0000,State - JHARKHAND  20,Total,All ages,26945829,13885037,13060792,5385679,3201622,2184057,4919743,2877686,2042057,416484,289850,126634,23246,17631,5615,17311,12059,5252,8895,4396,4499
C3010,20,00,0000,State - JHARKHAND  20,Total,0-4,3269645,1655097,1614548,67665,36553,31112,67665,36553,31112,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,5,810431,421921,388510,128112,71692,56420,128112,71692,56420,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,6,876751,445018,431733,239763,132017,107746,239763,132017,107746,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,7,649795,328015,321780,360411,196384,164027,360411,196384,164027,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,8,1021081,529139,491942,590055,333858,256197,590055,333858,256197,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,9,546038,277252,268786,364433,201149,163284,364433,201149,163284,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,10,1075029,567605,507424,680788,396093,284695,680788,396093,284695,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,11,411004,213140,197864,298461,168451,130010,298461,168451,130010,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,12,967069,512452,454617,605585,358483,247102,605585,358483,247102,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,13,482134,244579,237555,318616,180746,137870,318616,180746,137870,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,14,599717,314452,285265,356072,210958,145114,356072,210958,145114,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Total,15-19,2499650,1351313,1148337,997434,642866,354568,833940,536308,297632,150140,97423,52717,5194,3894,1300,7519,4944,2575,641,297,344
C3010,20,00,0000,State - JHARKHAND  20,Total,20-24,2149707,1086951,1062756,302408,214858,87550,75842,54994,20848,215107,151633,63474,6882,5282,1600,3156,2289,867,1421,660,761
C3010,20,00,0000,State - JHARKHAND  20,Total,25-29,2031648,1011956,1019692,47973,37763,10210,0,0,0,37038,29660,7378,6287,5053,1234,3126,2322,804,1522,728,794
C3010,20,00,0000,State - JHARKHAND  20,Total,30-34,1882378,930481,951897,11368,8531,2837,0,0,0,7136,5720,1416,1688,1305,383,1202,874,328,1342,632,710
C3010,20,00,0000,State - JHARKHAND  20,Total,35-59,6061782,3187544,2874238,13156,8948,4208,0,0,0,5399,4212,1187,2545,1713,832,1889,1314,575,3323,1709,1614
C3010,20,00,0000,State - JHARKHAND  20,Total,60+,1578662,787234,791428,2970,1983,987,0,0,0,1380,1006,374,611,355,256,364,272,92,615,350,265
C3010,20,00,0000,State - JHARKHAND  20,Total,Age not stated,33308,20888,12420,409,289,120,0,0,0,284,196,88,39,29,10,55,44,11,31,20,11
C3010,20,00,0000,State - JHARKHAND  20,Rural,All ages,20952088,10679596,10272492,3593338,2198248,1395090,3419854,2062808,1357046,147981,119037,28944,7998,5679,2319,10419,7171,3248,7086,3553,3533
C3010,20,00,0000,State - JHARKHAND  20,Rural,0-4,2710437,1366574,1343863,36018,19797,16221,36018,19797,16221,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Rural,5,665256,344898,320358,81014,46007,35007,81014,46007,35007,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Rural,6,734633,371954,362679,173381,97006,76375,173381,97006,76375,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Rural,7,519781,261359,258422,257058,142200,114858,257058,142200,114858,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Rural,8,842208,435490,406718,444823,255880,188943,444823,255880,188943,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Rural,9,436629,220883,215746,269509,151404,118105,269509,151404,118105,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Rural,10,872540,459792,412748,511813,304058,207755,511813,304058,207755,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Rural,11,304994,157381,147613,204399,118191,86208,204399,118191,86208,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Rural,12,774314,410335,363979,445833,271974,173859,445833,271974,173859,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Rural,13,357325,181541,175784,213087,126130,86957,213087,126130,86957,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Rural,14,446139,234177,211962,233150,144991,88159,233150,144991,88159,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Rural,15-19,1815202,976911,838291,560943,392601,168342,499852,346980,152872,53305,40519,12786,1703,1225,478,5573,3651,1922,510,226,284
C3010,20,00,0000,State - JHARKHAND  20,Rural,20-24,1580950,773759,807191,128092,101465,26627,49917,38190,11727,73312,59912,13400,2098,1609,489,1608,1228,380,1157,526,631
C3010,20,00,0000,State - JHARKHAND  20,Rural,25-29,1545726,756779,788947,19310,16064,3246,0,0,0,15297,13352,1945,1599,1240,359,1186,892,294,1228,580,648
C3010,20,00,0000,State - JHARKHAND  20,Rural,30-34,1457192,708304,748888,5546,4159,1387,0,0,0,3193,2775,418,666,453,213,592,398,194,1095,533,562
C3010,20,00,0000,State - JHARKHAND  20,Rural,35-59,4589334,2374660,2214674,7532,5075,2457,0,0,0,2304,2014,290,1491,915,576,1142,762,380,2595,1384,1211
C3010,20,00,0000,State - JHARKHAND  20,Rural,60+,1274990,629223,645767,1650,1106,544,0,0,0,470,385,85,426,227,199,274,205,69,480,289,191
C3010,20,00,0000,State - JHARKHAND  20,Rural,Age not stated,24438,15576,8862,180,140,40,0,0,0,100,80,20,15,10,5,44,35,9,21,15,6
C3010,20,00,0000,State - JHARKHAND  20,Urban,All ages,5993741,3205441,2788300,1792341,1003374,788967,1499889,814878,685011,268503,170813,97690,15248,11952,3296,6892,4888,2004,1809,843,966
C3010,20,00,0000,State - JHARKHAND  20,Urban,0-4,559208,288523,270685,31647,16756,14891,31647,16756,14891,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Urban,5,145175,77023,68152,47098,25685,21413,47098,25685,21413,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Urban,6,142118,73064,69054,66382,35011,31371,66382,35011,31371,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Urban,7,130014,66656,63358,103353,54184,49169,103353,54184,49169,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Urban,8,178873,93649,85224,145232,77978,67254,145232,77978,67254,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Urban,9,109409,56369,53040,94924,49745,45179,94924,49745,45179,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Urban,10,202489,107813,94676,168975,92035,76940,168975,92035,76940,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Urban,11,106010,55759,50251,94062,50260,43802,94062,50260,43802,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Urban,12,192755,102117,90638,159752,86509,73243,159752,86509,73243,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Urban,13,124809,63038,61771,105529,54616,50913,105529,54616,50913,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Urban,14,153578,80275,73303,122922,65967,56955,122922,65967,56955,0,0,0,0,0,0,0,0,0,0,0,0
C3010,20,00,0000,State - JHARKHAND  20,Urban,15-19,684448,374402,310046,436491,250265,186226,334088,189328,144760,96835,56904,39931,3491,2669,822,1946,1293,653,131,71,60
C3010,20,00,0000,State - JHARKHAND  20,Urban,20-24,568757,313192,255565,174316,113393,60923,25925,16804,9121,141795,91721,50074,4784,3673,1111,1548,1061,487,264,134,130
C3010,20,00,0000,State - JHARKHAND  20,Urban,25-29,485922,255177,230745,28663,21699,6964,0,0,0,21741,16308,5433,4688,3813,875,1940,1430,510,294,148,146
C3010,20,00,0000,State - JHARKHAND  20,Urban,30-34,425186,222177,203009,5822,4372,1450,0,0,0,3943,2945,998,1022,852,170,610,476,134,247,99,148
C3010,20,00,0000,State - JHARKHAND  20,Urban,35-59,1472448,812884,659564,5624,3873,1751,0,0,0,3095,2198,897,1054,798,256,747,552,195,728,325,403
C3010,20,00,0000,State - JHARKHAND  20,Urban,60+,303672,158011,145661,1320,877,443,0,0,0,910,621,289,185,128,57,90,67,23,135,61,74
C3010,20,00,0000,State - JHARKHAND  20,Urban,Age not stated,8870,5312,3558,229,149,80,0,0,0,184,116,68,24,19,5,11,9,2,10,5,5
C3010,21,00,0000,State - ORISSA  21,Total,All ages,36804660,18660570,18144090,7357488,4097723,3259765,6649875,3637183,3012692,566845,376640,190205,47284,35193,12091,13887,9991,3896,79597,38716,40881
C3010,21,00,0000,State - ORISSA  21,Total,0-4,3573657,1823878,1749779,67326,34647,32679,67326,34647,32679,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Total,5,948256,490376,457880,213915,114806,99109,213915,114806,99109,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Total,6,836897,430298,406599,386361,207346,179015,386361,207346,179015,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Total,7,852227,426526,425701,604003,315348,288655,604003,315348,288655,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Total,8,1027635,527368,500267,750444,405043,345401,750444,405043,345401,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Total,9,712590,366328,346262,571598,307493,264105,571598,307493,264105,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Total,10,1105838,570436,535402,805402,441921,363481,805402,441921,363481,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Total,11,610663,317111,293552,499720,272175,227545,499720,272175,227545,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Total,12,1079525,554014,525511,740720,410418,330302,740720,410418,330302,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Total,13,682748,341385,341363,489671,264526,225145,489671,264526,225145,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Total,14,777836,388153,389683,489720,269117,220603,489720,269117,220603,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Total,15-19,3531384,1760391,1770993,1260544,735237,525307,980995,561924,419071,252283,155762,96521,16728,12033,4695,4862,3159,1703,5676,2359,3317
C3010,21,00,0000,State - ORISSA  21,Total,20-24,3190193,1600793,1589400,364832,246852,117980,50000,32419,17581,282606,195583,87023,14838,10710,4128,3214,2282,932,14174,5858,8316
C3010,21,00,0000,State - ORISSA  21,Total,25-29,3108955,1518820,1590135,54749,38486,16263,0,0,0,24741,19984,4757,9547,7934,1613,3161,2545,616,17300,8023,9277
C3010,21,00,0000,State - ORISSA  21,Total,30-34,2761000,1376140,1384860,21015,11992,9023,0,0,0,3177,2512,665,2175,1710,465,891,697,194,14772,7073,7699
C3010,21,00,0000,State - ORISSA  21,Total,35-59,8904094,4631444,4272650,31361,18430,12931,0,0,0,2235,1612,623,2957,2107,850,1291,980,311,24878,13731,11147
C3010,21,00,0000,State - ORISSA  21,Total,60+,3039100,1502730,1536370,4772,2954,1818,0,0,0,1067,713,354,640,356,284,386,272,114,2679,1613,1066
C3010,21,00,0000,State - ORISSA  21,Total,Age not stated,62062,34379,27683,1335,932,403,0,0,0,736,474,262,399,343,56,82,56,26,118,59,59
C3010,21,00,0000,State - ORISSA  21,Rural,All ages,31287422,15748970,15538452,5966649,3338303,2628346,5509881,3033619,2476262,351654,246191,105463,19579,15214,4365,7176,5089,2087,78359,38190,40169
C3010,21,00,0000,State - ORISSA  21,Rural,0-4,3131603,1595977,1535626,51587,26471,25116,51587,26471,25116,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Rural,5,831437,429668,401769,179184,96383,82801,179184,96383,82801,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Rural,6,733318,376287,357031,330450,177857,152593,330450,177857,152593,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Rural,7,741568,370442,371126,513205,268466,244739,513205,268466,244739,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Rural,8,899142,460537,438605,642912,347851,295061,642912,347851,295061,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Rural,9,615087,315776,299311,485651,262166,223485,485651,262166,223485,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Rural,10,960519,494381,466138,684367,377037,307330,684367,377037,307330,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Rural,11,514446,267111,247335,414296,227104,187192,414296,227104,187192,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Rural,12,932166,477513,454653,621794,347166,274628,621794,347166,274628,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Rural,13,574617,287029,287588,399888,218344,181544,399888,218344,181544,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Rural,14,658596,327460,331136,397814,220964,176850,397814,220964,176850,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Rural,15-19,2945866,1452934,1492932,928368,553537,374831,749816,438022,311794,163472,106307,57165,6675,5120,1555,2809,1755,1054,5596,2333,3263
C3010,21,00,0000,State - ORISSA  21,Rural,20-24,2629115,1301093,1328022,229573,161384,68189,38917,25788,13129,169865,124510,45355,5432,4263,1169,1370,1026,344,13989,5797,8192
C3010,21,00,0000,State - ORISSA  21,Rural,25-29,2587377,1252683,1334694,36925,24817,12108,0,0,0,14660,12522,2138,3817,3256,561,1377,1117,260,17071,7922,9149
C3010,21,00,0000,State - ORISSA  21,Rural,30-34,2307105,1138311,1168794,17807,9570,8237,0,0,0,1709,1434,275,1065,796,269,441,332,109,14592,7008,7584
C3010,21,00,0000,State - ORISSA  21,Rural,35-59,7489560,3851317,3638243,28074,16144,11930,0,0,0,1021,782,239,1818,1251,567,801,595,206,24434,13516,10918
C3010,21,00,0000,State - ORISSA  21,Rural,60+,2684486,1322133,1362353,3929,2438,1491,0,0,0,564,399,165,490,264,226,311,217,94,2564,1558,1006
C3010,21,00,0000,State - ORISSA  21,Rural,Age not stated,51414,28318,23096,825,604,221,0,0,0,363,237,126,282,264,18,67,47,20,113,56,57
C3010,21,00,0000,State - ORISSA  21,Urban,All ages,5517238,2911600,2605638,1390839,759420,631419,1139994,603564,536430,215191,130449,84742,27705,19979,7726,6711,4902,1809,1238,526,712
C3010,21,00,0000,State - ORISSA  21,Urban,0-4,442054,227901,214153,15739,8176,7563,15739,8176,7563,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Urban,5,116819,60708,56111,34731,18423,16308,34731,18423,16308,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Urban,6,103579,54011,49568,55911,29489,26422,55911,29489,26422,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Urban,7,110659,56084,54575,90798,46882,43916,90798,46882,43916,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Urban,8,128493,66831,61662,107532,57192,50340,107532,57192,50340,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Urban,9,97503,50552,46951,85947,45327,40620,85947,45327,40620,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Urban,10,145319,76055,69264,121035,64884,56151,121035,64884,56151,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Urban,11,96217,50000,46217,85424,45071,40353,85424,45071,40353,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Urban,12,147359,76501,70858,118926,63252,55674,118926,63252,55674,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Urban,13,108131,54356,53775,89783,46182,43601,89783,46182,43601,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Urban,14,119240,60693,58547,91906,48153,43753,91906,48153,43753,0,0,0,0,0,0,0,0,0,0,0,0
C3010,21,00,0000,State - ORISSA  21,Urban,15-19,585518,307457,278061,332176,181700,150476,231179,123902,107277,88811,49455,39356,10053,6913,3140,2053,1404,649,80,26,54
C3010,21,00,0000,State - ORISSA  21,Urban,20-24,561078,299700,261378,135259,85468,49791,11083,6631,4452,112741,71073,41668,9406,6447,2959,1844,1256,588,185,61,124
C3010,21,00,0000,State - ORISSA  21,Urban,25-29,521578,266137,255441,17824,13669,4155,0,0,0,10081,7462,2619,5730,4678,1052,1784,1428,356,229,101,128
C3010,21,00,0000,State - ORISSA  21,Urban,30-34,453895,237829,216066,3208,2422,786,0,0,0,1468,1078,390,1110,914,196,450,365,85,180,65,115
C3010,21,00,0000,State - ORISSA  21,Urban,35-59,1414534,780127,634407,3287,2286,1001,0,0,0,1214,830,384,1139,856,283,490,385,105,444,215,229
C3010,21,00,0000,State - ORISSA  21,Urban,60+,354614,180597,174017,843,516,327,0,0,0,503,314,189,150,92,58,75,55,20,115,55,60
C3010,21,00,0000,State - ORISSA  21,Urban,Age not stated,10648,6061,4587,510,328,182,0,0,0,373,237,136,117,79,38,15,9,6,5,3,2
C3010,22,00,0000,State - CHHATTISGARH  22,Total,All ages,20833803,10474218,10359585,4606577,2581722,2024855,4333828,2412244,1921584,188254,126483,61771,15034,10692,4342,5525,3667,1858,63936,28636,35300
